service_id,age,years_of_service,deployment_days_last_90,avg_duty_hours_per_week,consecutive_duty_days,leave_days_taken_last_90,sleep_hours_avg,family_contact_days_last_30,disciplinary_flags_last_180,prior_incident_count,self_report_mood_score,journal_text,latent_stress_true,risk_label
SVC00040,37,14,81,71.0,10,4,4.84,4,1,0,3,"Usual duty hours, a bit tired but okay overall.",0.811,High
SVC00040,37,14,53,63.3,18,9,5.39,5,0,0,9,"Feeling steady. Caught up with family on call, that helped a lot.",0.631,Medium
SVC00040,37,14,68,60.1,7,7,7.54,1,0,0,4,"Nothing unusual, just getting through the schedule.",0.64,Medium
SVC00040,37,14,75,53.7,2,0,6.82,3,0,0,2,Really frustrated and anxious about the extended deployment.,0.496,Medium
SVC00040,37,14,2,38.9,0,6,7.38,5,1,0,3,"Had a great time during the sports session, morale is high.",0.326,Low
SVC00040,37,14,52,52.2,9,12,6.56,14,0,0,5,"Been a normal week, keeping busy with regular tasks.",0.57,Medium
SVC00041,22,4,15,66.4,29,4,7.71,0,1,0,1,The back-to-back duty shifts are wearing me down badly.,0.715,High
SVC00041,22,4,77,30.0,14,8,6.68,5,0,0,8,"Standard patrol schedule, no major issues.",0.519,Medium
SVC00041,22,4,75,55.4,9,7,6.27,2,0,0,7,"Usual duty hours, a bit tired but okay overall.",0.569,Medium
SVC00041,22,4,47,57.0,13,4,7.68,15,0,0,3,"Standard patrol schedule, no major issues.",0.39,Low
SVC00041,22,4,12,64.0,29,12,4.18,8,0,0,2,"Good day today, training went well and I got some rest.",0.655,High
SVC00041,22,4,30,62.1,23,12,5.95,11,0,0,4,"Standard patrol schedule, no major issues.",0.502,Medium
SVC00042,33,6,35,59.8,17,3,6.15,15,1,0,6,"Standard patrol schedule, no major issues.",0.566,Medium
SVC00042,33,6,48,70.8,28,13,5.74,19,0,0,4,"Extremely exhausted, haven't slept properly in days.",0.684,High
SVC00042,33,6,12,61.5,2,11,5.89,2,0,0,2,"Had a great time during the sports session, morale is high.",0.327,Low
SVC00042,33,6,5,52.5,21,3,5.84,15,0,0,5,"Good day today, training went well and I got some rest.",0.54,Medium
SVC00042,33,6,53,60.0,12,6,6.14,7,0,0,10,"Nothing unusual, just getting through the schedule.",0.506,Medium
SVC00042,33,6,52,46.7,14,6,5.36,15,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.498,Medium
SVC00043,41,23,48,32.2,3,4,5.74,19,0,0,9,"Routine day, nothing much to report.",0.412,Medium
SVC00043,41,23,66,65.3,11,8,5.23,5,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.541,Medium
SVC00043,41,23,33,46.8,24,2,7.67,3,1,0,4,"Routine day, nothing much to report.",0.551,Medium
SVC00043,41,23,74,53.2,25,11,4.95,11,0,1,2,Really frustrated and anxious about the extended deployment.,0.758,High
SVC00043,41,23,59,40.3,16,9,7.27,4,0,0,7,"Struggling to cope, everything feels overwhelming lately.",0.547,Medium
SVC00043,41,23,25,47.2,18,14,5.12,1,0,0,6,"Usual duty hours, a bit tired but okay overall.",0.478,Medium
SVC00044,23,5,21,50.1,0,3,5.29,19,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.478,Medium
SVC00044,23,5,83,46.8,29,13,6.96,18,0,0,9,"Standard patrol schedule, no major issues.",0.557,Medium
SVC00044,23,5,1,73.8,28,8,6.48,2,0,0,4,The back-to-back duty shifts are wearing me down badly.,0.705,High
SVC00044,23,5,30,52.0,1,14,5.29,12,0,0,4,"Been a normal week, keeping busy with regular tasks.",0.546,Medium
SVC00044,23,5,86,45.4,17,10,6.92,4,0,0,3,"Routine day, nothing much to report.",0.717,High
SVC00044,23,5,67,56.3,20,9,5.8,9,0,0,1,"Struggling to cope, everything feels overwhelming lately.",0.752,High
SVC00045,39,20,68,58.7,4,9,5.92,16,0,1,9,"Slept well last night, feeling fresh for duty.",0.342,Low
SVC00045,39,20,17,51.2,18,6,7.61,4,0,0,2,"Struggling to cope, everything feels overwhelming lately.",0.603,Medium
SVC00045,39,20,78,41.6,3,10,4.09,18,0,1,5,"Standard patrol schedule, no major issues.",0.448,Medium
SVC00045,39,20,64,46.2,23,1,8.83,2,0,0,1,"Standard patrol schedule, no major issues.",0.713,High
SVC00045,39,20,44,56.7,2,4,3.47,5,1,0,2,"Usual duty hours, a bit tired but okay overall.",0.64,Medium
SVC00045,39,20,53,40.7,28,2,6.77,8,0,0,7,"Feeling isolated, it's been weeks since I saw my family.",0.658,High
SVC00046,49,28,63,42.2,16,3,7.85,9,0,0,8,"Been a normal week, keeping busy with regular tasks.",0.502,Medium
SVC00046,49,28,26,63.9,26,12,8.03,17,0,0,2,Really frustrated and anxious about the extended deployment.,0.711,High
SVC00046,49,28,21,32.7,25,1,7.81,9,0,0,6,"Slept well last night, feeling fresh for duty.",0.472,Medium
SVC00046,49,28,36,54.5,17,3,5.03,11,1,0,9,"Standard patrol schedule, no major issues.",0.451,Medium
SVC00046,49,28,40,47.3,15,7,5.32,4,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.649,Medium
SVC00046,49,28,72,70.4,8,2,5.48,13,0,0,3,"Standard patrol schedule, no major issues.",0.625,Medium
SVC00047,37,6,86,52.1,7,14,7.77,10,0,0,1,"Routine day, nothing much to report.",0.5,Medium
SVC00047,37,6,35,40.4,17,10,8.08,10,0,0,9,"Feeling steady. Caught up with family on call, that helped a lot.",0.392,Low
SVC00047,37,6,27,54.0,7,0,5.13,17,0,1,5,"Usual duty hours, a bit tired but okay overall.",0.474,Medium
SVC00047,37,6,32,43.6,13,2,4.34,16,0,0,8,"Been a normal week, keeping busy with regular tasks.",0.436,Medium
SVC00047,37,6,27,60.3,1,5,5.6,11,0,0,5,"Nothing unusual, just getting through the schedule.",0.552,Medium
SVC00047,37,6,8,57.4,16,2,5.91,17,0,0,4,"Nothing unusual, just getting through the schedule.",0.524,Medium
SVC00048,21,3,20,36.6,3,1,6.12,8,1,0,8,"Been a normal week, keeping busy with regular tasks.",0.404,Medium
SVC00048,21,3,83,62.3,18,4,7.29,11,0,0,10,"Good day today, training went well and I got some rest.",0.621,Medium
SVC00048,21,3,27,51.4,24,2,6.1,0,0,0,6,The back-to-back duty shifts are wearing me down badly.,0.657,High
SVC00048,21,3,43,39.0,3,1,7.88,12,0,0,3,The back-to-back duty shifts are wearing me down badly.,0.431,Medium
SVC00048,21,3,35,74.1,21,1,4.68,4,0,0,10,The back-to-back duty shifts are wearing me down badly.,0.677,High
SVC00048,21,3,61,49.2,10,14,8.01,12,0,0,1,"Standard patrol schedule, no major issues.",0.403,Medium
SVC00049,45,25,16,50.0,6,13,4.83,8,0,0,1,"Usual duty hours, a bit tired but okay overall.",0.461,Medium
SVC00049,45,25,39,59.7,23,4,7.18,12,2,0,1,"Been a normal week, keeping busy with regular tasks.",0.647,Medium
SVC00049,45,25,11,61.9,6,8,7.46,9,0,0,10,"Slept well last night, feeling fresh for duty.",0.317,Low
SVC00049,45,25,55,46.4,1,5,4.89,8,0,0,4,"Standard patrol schedule, no major issues.",0.544,Medium
SVC00049,45,25,6,52.1,23,9,5.45,7,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.459,Medium
SVC00049,45,25,87,60.1,13,14,5.87,8,0,0,5,"Standard patrol schedule, no major issues.",0.633,Medium
SVC00050,42,18,20,72.7,1,13,6.56,9,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.385,Low
SVC00050,42,18,30,52.1,16,1,4.3,3,0,0,5,"Standard patrol schedule, no major issues.",0.559,Medium
SVC00050,42,18,44,39.6,29,10,6.05,2,1,0,6,The back-to-back duty shifts are wearing me down badly.,0.579,Medium
SVC00050,42,18,18,40.1,17,6,6.06,8,0,1,10,"Routine day, nothing much to report.",0.421,Medium
SVC00050,42,18,37,44.0,28,9,5.46,14,0,0,2,"Standard patrol schedule, no major issues.",0.622,Medium
SVC00050,42,18,23,54.9,26,4,8.25,14,0,0,2,"Been a normal week, keeping busy with regular tasks.",0.572,Medium
SVC00051,28,10,43,39.0,11,7,6.86,11,0,0,10,"Slept well last night, feeling fresh for duty.",0.264,Low
SVC00051,28,10,64,30.0,2,9,3.28,0,0,0,10,"Routine day, nothing much to report.",0.437,Medium
SVC00051,28,10,11,61.0,10,0,6.2,19,0,0,2,"Routine day, nothing much to report.",0.511,Medium
SVC00051,28,10,17,57.1,10,7,5.34,0,1,0,2,"Usual duty hours, a bit tired but okay overall.",0.557,Medium
SVC00051,28,10,76,35.1,8,14,5.5,3,0,0,3,"Extremely exhausted, haven't slept properly in days.",0.516,Medium
SVC00051,28,10,59,46.2,6,10,6.2,3,0,0,7,"Been a normal week, keeping busy with regular tasks.",0.565,Medium
SVC00052,28,10,5,54.7,6,9,5.36,18,0,0,9,"Had a great time during the sports session, morale is high.",0.342,Low
SVC00052,28,10,59,43.0,26,14,7.73,12,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.358,Low
SVC00052,28,10,70,43.0,16,1,7.84,15,0,0,8,"Standard patrol schedule, no major issues.",0.514,Medium
SVC00052,28,10,25,60.7,23,14,4.68,11,0,0,4,"Routine day, nothing much to report.",0.431,Medium
SVC00052,28,10,51,58.4,12,2,6.44,16,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.514,Medium
SVC00052,28,10,23,32.8,4,14,5.31,14,0,0,7,"Feeling steady. Caught up with family on call, that helped a lot.",0.273,Low
SVC00053,52,21,69,42.6,9,9,5.41,15,1,0,3,"Nothing unusual, just getting through the schedule.",0.536,Medium
SVC00053,52,21,45,69.1,6,2,8.26,10,0,0,3,"Feeling steady. Caught up with family on call, that helped a lot.",0.669,High
SVC00053,52,21,6,42.8,13,9,9.23,3,0,0,6,"Nothing unusual, just getting through the schedule.",0.423,Medium
SVC00053,52,21,8,48.8,26,9,3.63,6,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.754,High
SVC00053,52,21,27,53.4,24,8,5.46,6,0,0,8,"Extremely exhausted, haven't slept properly in days.",0.428,Medium
SVC00053,52,21,42,56.8,8,1,5.98,12,0,1,3,"Usual duty hours, a bit tired but okay overall.",0.515,Medium
SVC00054,42,2,61,56.3,13,2,6.83,5,0,0,4,"Standard patrol schedule, no major issues.",0.617,Medium
SVC00054,42,2,57,41.3,23,10,6.46,19,0,0,3,"Routine day, nothing much to report.",0.576,Medium
SVC00054,42,2,17,40.8,8,8,6.1,12,1,0,7,"Feeling steady. Caught up with family on call, that helped a lot.",0.324,Low
SVC00054,42,2,65,54.4,17,12,6.42,1,0,0,8,"Good day today, training went well and I got some rest.",0.574,Medium
SVC00054,42,2,24,54.5,25,0,7.2,14,0,0,4,"Routine day, nothing much to report.",0.492,Medium
SVC00054,42,2,73,46.4,3,7,6.5,6,0,1,8,"Nothing unusual, just getting through the schedule.",0.39,Low
SVC00055,21,3,5,63.2,21,0,8.57,3,0,1,2,"Been a normal week, keeping busy with regular tasks.",0.685,High
SVC00055,21,3,31,61.4,1,11,6.11,7,0,1,9,"Solid week, workload was manageable and the team is in good spirits.",0.345,Low
SVC00055,21,3,90,71.4,2,2,6.57,17,0,0,7,"Routine day, nothing much to report.",0.52,Medium
SVC00055,21,3,19,54.2,20,3,6.91,11,0,1,4,"Nothing unusual, just getting through the schedule.",0.525,Medium
SVC00055,21,3,47,44.0,28,1,5.39,0,0,0,7,"Usual duty hours, a bit tired but okay overall.",0.741,High
SVC00055,21,3,88,49.7,18,12,5.17,14,0,0,1,"Good day today, training went well and I got some rest.",0.673,High
SVC00056,46,9,63,55.2,30,10,6.74,5,0,0,7,"Feeling isolated, it's been weeks since I saw my family.",0.786,High
SVC00056,46,9,9,43.6,0,1,6.91,4,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.435,Medium
SVC00056,46,9,83,41.0,4,1,7.58,5,0,0,4,"Standard patrol schedule, no major issues.",0.57,Medium
SVC00056,46,9,37,59.5,8,10,4.92,0,0,0,3,"Standard patrol schedule, no major issues.",0.607,Medium
SVC00056,46,9,14,43.3,21,0,4.43,9,0,0,10,"Been a normal week, keeping busy with regular tasks.",0.406,Medium
SVC00056,46,9,85,36.4,29,2,7.53,12,0,0,2,"Standard patrol schedule, no major issues.",0.647,Medium
SVC00057,53,4,43,55.8,1,1,5.49,1,0,0,2,"Standard patrol schedule, no major issues.",0.546,Medium
SVC00057,53,4,42,36.2,10,10,9.1,11,0,1,10,"Solid week, workload was manageable and the team is in good spirits.",0.194,Low
SVC00057,53,4,12,41.0,29,6,7.0,5,0,0,5,"Nothing unusual, just getting through the schedule.",0.5,Medium
SVC00057,53,4,85,58.5,24,9,7.16,9,0,0,1,"Feeling isolated, it's been weeks since I saw my family.",0.685,High
SVC00057,53,4,1,57.8,24,10,5.1,11,0,0,7,"Standard patrol schedule, no major issues.",0.589,Medium
SVC00057,53,4,20,63.6,14,4,6.64,1,0,0,3,"Feeling isolated, it's been weeks since I saw my family.",0.612,Medium
SVC00058,51,17,67,56.7,25,2,6.15,2,0,0,2,The back-to-back duty shifts are wearing me down badly.,0.75,High
SVC00058,51,17,81,30.0,1,13,7.45,0,0,0,6,"Standard patrol schedule, no major issues.",0.492,Medium
SVC00058,51,17,15,67.7,20,2,7.51,6,0,0,7,"Usual duty hours, a bit tired but okay overall.",0.513,Medium
SVC00058,51,17,36,46.1,4,0,5.44,17,0,0,4,"Standard patrol schedule, no major issues.",0.431,Medium
SVC00058,51,17,59,76.7,28,4,7.47,19,1,0,6,"Usual duty hours, a bit tired but okay overall.",0.629,Medium
SVC00058,51,17,85,59.8,29,2,6.38,5,0,1,3,"Struggling to cope, everything feels overwhelming lately.",0.872,High
SVC00059,45,4,43,61.3,20,7,6.57,16,1,0,5,"Standard patrol schedule, no major issues.",0.598,Medium
SVC00059,45,4,65,47.2,3,14,5.83,2,0,0,7,"Usual duty hours, a bit tired but okay overall.",0.357,Low
SVC00059,45,4,65,72.3,1,4,4.29,17,0,0,4,"Routine day, nothing much to report.",0.629,Medium
SVC00059,45,4,79,57.0,27,6,5.15,16,0,1,8,"Routine day, nothing much to report.",0.623,Medium
SVC00059,45,4,40,51.3,9,8,6.48,11,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.425,Medium
SVC00059,45,4,1,53.5,21,3,4.2,6,0,0,7,"Slept well last night, feeling fresh for duty.",0.534,Medium
SVC00060,47,10,85,54.7,2,11,8.64,9,0,0,8,"Routine day, nothing much to report.",0.447,Medium
SVC00060,47,10,56,45.9,14,4,3.96,16,0,0,5,"Been a normal week, keeping busy with regular tasks.",0.613,Medium
SVC00060,47,10,39,30.0,13,13,6.72,5,0,0,6,"Standard patrol schedule, no major issues.",0.327,Low
SVC00060,47,10,63,72.1,24,3,6.15,19,0,0,9,"Been a normal week, keeping busy with regular tasks.",0.63,Medium
SVC00060,47,10,69,53.4,12,12,6.38,19,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.556,Medium
SVC00060,47,10,45,56.5,18,10,6.88,10,0,2,10,"Nothing unusual, just getting through the schedule.",0.501,Medium
SVC00061,26,3,49,48.6,18,13,8.78,11,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.564,Medium
SVC00061,26,3,76,63.7,15,0,6.15,0,0,0,5,"Struggling to cope, everything feels overwhelming lately.",0.792,High
SVC00061,26,3,53,54.8,7,4,5.9,14,1,0,6,"Nothing unusual, just getting through the schedule.",0.449,Medium
SVC00061,26,3,90,68.3,7,12,8.05,12,0,0,6,"Nothing unusual, just getting through the schedule.",0.617,Medium
SVC00061,26,3,45,59.3,15,9,5.91,10,0,0,8,"Had a great time during the sports session, morale is high.",0.582,Medium
SVC00061,26,3,71,65.0,26,8,6.55,16,0,0,3,"Feeling isolated, it's been weeks since I saw my family.",0.651,High
SVC00062,40,12,38,64.0,7,2,5.9,1,0,0,6,Really frustrated and anxious about the extended deployment.,0.645,Medium
SVC00062,40,12,35,71.8,23,11,6.78,8,0,0,9,"Standard patrol schedule, no major issues.",0.5,Medium
SVC00062,40,12,90,56.3,7,6,6.78,5,0,0,2,"Standard patrol schedule, no major issues.",0.62,Medium
SVC00062,40,12,13,33.0,18,2,8.24,7,0,0,7,"Standard patrol schedule, no major issues.",0.432,Medium
SVC00062,40,12,63,67.7,10,2,6.81,5,0,0,10,"Been a normal week, keeping busy with regular tasks.",0.639,Medium
SVC00062,40,12,31,50.2,17,3,5.85,13,0,0,8,"Nothing unusual, just getting through the schedule.",0.467,Medium
SVC00063,36,18,51,31.6,25,3,5.87,16,0,0,2,"Nothing unusual, just getting through the schedule.",0.509,Medium
SVC00063,36,18,61,36.9,23,3,8.0,7,0,0,10,"Usual duty hours, a bit tired but okay overall.",0.503,Medium
SVC00063,36,18,69,61.4,9,7,6.11,3,0,0,10,"Nothing unusual, just getting through the schedule.",0.521,Medium
SVC00063,36,18,35,59.7,7,5,6.3,4,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.392,Low
SVC00063,36,18,3,45.4,10,11,7.95,17,0,0,9,"Routine day, nothing much to report.",0.385,Low
SVC00063,36,18,90,30.7,13,1,7.46,3,0,1,4,"Usual duty hours, a bit tired but okay overall.",0.612,Medium
SVC00064,41,3,21,59.7,23,4,5.45,5,0,0,8,"Nothing unusual, just getting through the schedule.",0.485,Medium
SVC00064,41,3,89,43.6,21,1,5.85,3,0,0,9,"Been a normal week, keeping busy with regular tasks.",0.706,High
SVC00064,41,3,87,52.6,30,13,7.8,17,0,0,9,"Nothing unusual, just getting through the schedule.",0.514,Medium
SVC00064,41,3,51,36.5,15,2,7.94,8,0,1,6,"Feeling isolated, it's been weeks since I saw my family.",0.488,Medium
SVC00064,41,3,82,34.3,20,8,5.69,14,0,0,10,"Been a normal week, keeping busy with regular tasks.",0.491,Medium
SVC00064,41,3,19,59.5,0,12,5.9,0,0,0,1,"Standard patrol schedule, no major issues.",0.509,Medium
SVC00065,27,9,7,33.0,4,11,4.77,7,0,0,4,"Routine day, nothing much to report.",0.388,Low
SVC00065,27,9,89,35.7,12,1,4.84,16,0,0,1,"Usual duty hours, a bit tired but okay overall.",0.584,Medium
SVC00065,27,9,57,46.6,11,14,6.55,13,0,0,9,"Nothing unusual, just getting through the schedule.",0.466,Medium
SVC00065,27,9,68,30.0,20,1,7.87,5,0,0,10,"Routine day, nothing much to report.",0.428,Medium
SVC00065,27,9,84,43.1,10,0,6.88,4,0,0,2,"Standard patrol schedule, no major issues.",0.64,Medium
SVC00065,27,9,44,60.0,24,0,6.3,5,0,0,6,"Extremely exhausted, haven't slept properly in days.",0.71,High
SVC00066,35,17,56,63.2,29,14,6.07,11,0,0,8,"Standard patrol schedule, no major issues.",0.623,Medium
SVC00066,35,17,7,60.4,8,12,5.71,16,0,0,6,"Routine day, nothing much to report.",0.49,Medium
SVC00066,35,17,26,33.0,8,12,3.98,18,0,0,8,"Solid week, workload was manageable and the team is in good spirits.",0.213,Low
SVC00066,35,17,7,67.6,13,14,5.38,0,0,0,9,"Been a normal week, keeping busy with regular tasks.",0.455,Medium
SVC00066,35,17,3,49.6,29,5,6.72,14,0,0,6,"Standard patrol schedule, no major issues.",0.549,Medium
SVC00066,35,17,77,66.0,12,3,6.78,4,0,0,5,"Routine day, nothing much to report.",0.6,Medium
SVC00067,51,21,20,41.1,29,4,6.11,11,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.545,Medium
SVC00067,51,21,74,37.4,3,9,6.26,8,1,0,4,"Been a normal week, keeping busy with regular tasks.",0.447,Medium
SVC00067,51,21,79,49.9,14,8,4.83,19,1,0,9,"Been a normal week, keeping busy with regular tasks.",0.485,Medium
SVC00067,51,21,76,30.0,28,11,6.41,6,0,0,5,"Routine day, nothing much to report.",0.556,Medium
SVC00067,51,21,21,65.8,16,1,6.12,16,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.662,High
SVC00067,51,21,35,49.5,5,4,5.87,18,0,0,6,"Feeling steady. Caught up with family on call, that helped a lot.",0.339,Low
SVC00068,29,11,28,55.4,17,11,6.02,16,1,0,3,"Standard patrol schedule, no major issues.",0.53,Medium
SVC00068,29,11,6,30.0,8,4,9.5,12,0,0,10,"Routine day, nothing much to report.",0.165,Low
SVC00068,29,11,75,53.1,5,4,4.71,4,1,0,4,"Nothing unusual, just getting through the schedule.",0.657,High
SVC00068,29,11,10,31.4,2,3,6.74,19,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.287,Low
SVC00068,29,11,90,37.5,8,5,6.72,1,0,0,7,"Nothing unusual, just getting through the schedule.",0.532,Medium
SVC00068,29,11,65,55.9,6,9,5.22,4,0,0,10,"Been a normal week, keeping busy with regular tasks.",0.451,Medium
SVC00069,21,3,0,39.3,11,6,4.12,4,3,0,9,"Feeling steady. Caught up with family on call, that helped a lot.",0.341,Low
SVC00069,21,3,60,81.4,2,10,4.84,6,0,0,10,Really frustrated and anxious about the extended deployment.,0.664,High
SVC00069,21,3,51,30.0,5,11,5.79,3,0,0,10,"Good day today, training went well and I got some rest.",0.342,Low
SVC00069,21,3,38,60.0,17,9,7.35,5,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.443,Medium
SVC00069,21,3,38,56.2,27,3,6.72,18,0,0,7,"Nothing unusual, just getting through the schedule.",0.56,Medium
SVC00069,21,3,70,48.3,19,12,6.46,2,0,0,6,"Usual duty hours, a bit tired but okay overall.",0.643,Medium
SVC00070,38,20,61,80.6,28,7,5.67,5,0,0,1,"Been a normal week, keeping busy with regular tasks.",0.786,High
SVC00070,38,20,16,42.1,16,9,7.94,16,0,1,5,"Nothing unusual, just getting through the schedule.",0.307,Low
SVC00070,38,20,68,39.6,5,3,6.49,2,0,0,9,"Nothing unusual, just getting through the schedule.",0.461,Medium
SVC00070,38,20,36,60.9,20,14,6.63,3,0,0,5,"Standard patrol schedule, no major issues.",0.502,Medium
SVC00070,38,20,15,57.3,11,4,5.02,14,0,1,1,"Been a normal week, keeping busy with regular tasks.",0.575,Medium
SVC00070,38,20,43,49.1,3,8,4.57,16,0,0,3,"Standard patrol schedule, no major issues.",0.576,Medium
SVC00071,37,19,53,41.9,20,7,6.67,6,0,0,1,"Been a normal week, keeping busy with regular tasks.",0.618,Medium
SVC00071,37,19,28,63.6,9,13,6.21,15,0,0,9,"Solid week, workload was manageable and the team is in good spirits.",0.284,Low
SVC00071,37,19,47,44.3,14,8,5.98,15,0,1,1,"Standard patrol schedule, no major issues.",0.561,Medium
SVC00071,37,19,46,78.4,28,11,5.3,12,0,0,4,"Slept well last night, feeling fresh for duty.",0.705,High
SVC00071,37,19,64,50.2,19,5,5.46,15,0,0,1,"Routine day, nothing much to report.",0.632,Medium
SVC00071,37,19,62,58.9,2,6,7.33,9,0,0,5,"Been a normal week, keeping busy with regular tasks.",0.503,Medium
SVC00072,35,8,18,57.0,16,12,6.1,3,0,0,7,"Been a normal week, keeping busy with regular tasks.",0.485,Medium
SVC00072,35,8,41,37.4,6,10,2.8,5,0,0,3,"Struggling to cope, everything feels overwhelming lately.",0.573,Medium
